record_id,source,line_number,stratum,configuration_fingerprint,instance,solver_seed,actual_status,actual_runtime,actual_par10,predicted_median_runtime,predicted_status,predicted_median_par10,absolute_error,absolute_log10_error
7b33b27065ab5dc9af75,ROAR6,6877,solved_le_1s,73fa73e8672e6459206ac3accbd06f42eebb9dcbd1e5bca604b68705b0b6fc82,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_32_1_0_1_1_pairwise.cnf,12165847,UNSAT,0.051547,0.051547,0.051575999706983566,TRUE,0.051575999706983566,2.8999706983563744e-05,0.0002442600212864132
1dfb90c7dcbdbda59371,ParamILS3,5388,solved_le_1s,987ec1915a3f3051aa8b8055bc6f3e4fd90f4fce7f573e3812774f16837a4c37,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_34_0_0_1_1_nested.cnf,2043572876,UNSAT,0.046892,0.046892,0.049139995127916336,TRUE,0.049139995127916336,0.002247995127916333,0.020336352771031185
0bfc031f6931dde377a1,ROAR2,3219,solved_le_1s,e9c8163d9d3bd97ac22ef16014fe1a448e6680ee20b72c4d358af4ef034ef41d,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_30_0_1_1_1_bdd.cnf,9373391,UNSAT,0.037433,0.037433,0.03760500252246857,TRUE,0.03760500252246857,0.0001720025224685659,0.001990987891472118
52520ed65c4f72cb8a07,ROAR4,4709,solved_le_1s,27fe1658b322fe963d8ade51459323a0b8198cb0377a19e99a12c63c8bd7d5d1,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_50_0_1_1_1_2product.cnf,1839101,UNSAT,0.160221,0.160221,0.16279299557209015,TRUE,0.16279299557209015,0.0025719955720901466,0.006916276737958471
309b05e43a3b33620982,SMAC3,9629,solved_le_1s,fda7fdcfecc5f52b224b8edc4ce7aa63ea8af2cb33d2f1725e6afced9c4350f3,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_31_1_0_1_1_bdd.cnf,9705649,UNSAT,0.040045,0.040045,0.0408179946243763,TRUE,0.0408179946243763,0.0007729946243762997,0.008303366149688296
8a38f77ca654c8e61069,ROAR7,5927,solved_le_1s,0c4d787f4e8da17c0a7c36d8bc7a980e5d44e6e1fbe214c56b8f19682abaf05f,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_48_1_1_1_1_2product.cnf,12584362,UNSAT,0.128396,0.128396,0.13275599479675293,TRUE,0.13275599479675293,0.0043599947967529196,0.014502647318304529
d4c27e2f72c825fb8aa1,ParamILS8,272,solved_le_1s,9e85f80ca8d3415bf8c3d0f6f8594c2432b32df7092f36401278822c8571d34e,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_10_1_1_0_1_bimander.cnf,990646675,UNSAT,0.080737,0.080737,0.08119400590658188,TRUE,0.08119400590658188,0.00045700590658187545,0.002451360927030466
35a8ae47df7b49809cf6,ROAR2,7302,solved_le_1s,807b13f2569ee3f64d6419b086e982430350c8dbaf8d237ee80fdc6ad201a87d,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_31_0_1_1_1_bimander.cnf,3856341,UNSAT,0.109828,0.109828,0.11142899096012115,TRUE,0.11142899096012115,0.0016009909601211597,0.006285122759803863
9e002d2aab48dc1451d4,ParamILS6,1006,solved_le_1s,9d98742b98f5a57beb2624038b7265f1f456fe396e5a8e2f90633cc67547f546,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_14_1_0_0_0_bimander.cnf,103362512,UNSAT,0.339614,0.339614,0.5502099990844727,TRUE,0.5502099990844727,0.21059599908447263,0.20954289367215567
ec94e3624bb99b716944,ROAR10,3204,solved_le_1s,99b4d267759178b101b4b7bc171700815620645bc5a26c1a03544563a07e8308,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_11_1_1_0_0_commander.cnf,15516363,UNSAT,0.094586,0.094586,0.094806008040905,TRUE,0.094806008040905,0.00022000804090499537,0.0010090005603373697
a9c8d62e68e0a625a8ee,ParamILS2,327,solved_1_10s,cd88ea977188270577367f3d5de01655ec8cfabb0cb06c4b9a38bd4bf92cbf3b,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_17_0_0_0_0_pairwise.cnf,1121823210,UNSAT,3.46951,3.46951,3.421011447906494,TRUE,3.421011447906494,0.04849855209350595,0.006113616084528761
869d5ce1871cababf682,ParamILS4,8252,solved_1_10s,19f1e428eb1aa471c5391b35ba391e757cc30cf2908c77dc572cea474dad2015,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_13_0_1_0_0_2product.cnf,786545569,UNSAT,2.54179,2.54179,1.0212500095367432,TRUE,1.0212500095367432,1.520539990463257,0.39600759315357387
f83bf6dd198434edf84a,ROAR10,4200,solved_1_10s,44537d2d77d0afe774fda89890a38256476d42ab3214f4c690221d9929177f08,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_20_0_1_0_0_nested.cnf,8865555,UNSAT,5.33541,5.33541,4.97322940826416,TRUE,4.97322940826416,0.3621805917358403,0.030529305332187118
8c4b6121e492f2ec1966,ROAR9,408,solved_1_10s,0cac50c5b143f46900ed1f63dac40c9cb9474a257d3039d3b6f9097431ccca4e,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_15_0_1_0_0_2product.cnf,4961083,UNSAT,2.03557,2.03557,0.7190510034561157,TRUE,0.7190510034561157,1.3165189965438842,0.4519263449767741
3f1d7a81f0231d64f9bb,SMAC6,8403,solved_1_10s,b4cfcf32fab24452c3d8011996eaccacf3820c0b91cb2e004044fe0df1906e8a,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_18_1_1_0_0_bdd.cnf,16606788,UNSAT,2.92102,2.92102,3.0968799591064453,TRUE,3.0968799591064453,0.17585995910644536,0.0253898410471044
4d3f2561d6ce3b4b704b,SMAC2,4866,solved_1_10s,346043a606246fa654dedeac82c58e612b7a0205498397891cc9ffd1a4154217,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_18_0_1_0_0_commander.cnf,1801676,UNSAT,2.49075,2.49075,2.3033299446105957,TRUE,2.3033299446105957,0.1874200553894041,0.03397398528113604
24ef28fe49acd0bb3385,ROAR2,722,solved_1_10s,ccdd4ebe441919ab530ad8e7f99193b7031db91f6feaadbfc4317f9a03b47508,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_14_0_0_0_1_nested.cnf,10333150,UNSAT,3.28703,3.28703,2.1374199390411377,TRUE,2.1374199390411377,1.1496100609588624,0.18691381139632496
9ff20baaef2c625404f4,ROAR3,5142,solved_1_10s,d18343fbe9e61a62a40f7ed38e5080256f836a270bc1bb0cef98829e3ae40345,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_13_1_0_0_1_nested.cnf,10335092,UNSAT,4.33116,4.33116,4.898119926452637,TRUE,4.898119926452637,0.566959926452637,0.05342518670217977
5d4fb5d4361479938c8c,SMAC6,6839,solved_1_10s,8d994ca54dc89a2c24529191a0f24c9868da595cca964575ba35e2737e6f7838,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_24_0_1_0_0_bdd.cnf,13426114,UNSAT,3.74094,3.74094,3.2455801963806152,TRUE,3.2455801963806152,0.4953598036193849,0.061688397952283425
ab14f3fc9b0c4fe0486c,ROAR4,2215,solved_1_10s,c546b84db355083fb6f981c02279dfea2f3e008bddce9bc9cce849766852c952,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_14_1_1_0_0_bimander.cnf,14558885,UNSAT,1.09447,1.09447,0.928587019443512,TRUE,0.928587019443512,0.1658829805564881,0.07138125338073516
0de30ba3fcd510028d5d,ParamILS3,2654,solved_1_10s,719ee0e4467e3d5559a5de18016fcd6702133ae4a9630a7b53fb470aa9dfc4ca,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_24_0_0_0_1_nested.cnf,1624275991,UNSAT,7.16158,7.16158,9.56674861907959,TRUE,9.56674861907959,2.40516861907959,0.12575551469374036
97f9196f56a48f9e2c8e,SMAC9,2152,solved_1_10s,b28020958333d229bad3190bdcfeeba9c30f25da79685ddb20e0f04d61ed365a,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_18_0_0_0_0_bdd.cnf,1322210,UNSAT,1.25695,1.25695,1.3513500690460205,TRUE,1.3513500690460205,0.0944000690460205,0.031449865860898124
987fbc2eea9b87e71b24,ROAR4,4828,solved_1_10s,cd4c53af0ce12ce57732b3065424c1b651849e7ae2feb87ac52352617be17b7f,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_15_1_1_0_0_bimander.cnf,2175100,UNSAT,2.68806,2.68806,2.9462802410125732,TRUE,2.9462802410125732,0.2582202410125731,0.03983509486477527
b8923e886067da079b9a,ParamILS6,904,solved_1_10s,3143cc1e242a7d2e096e1d34758d937a7050f06b4279c84d8079f3ffe86312f7,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_22_1_0_0_0_bdd.cnf,1720828828,UNSAT,8.48099,8.48099,9.47760009765625,TRUE,9.47760009765625,0.9966100976562497,0.04825182879352974
329db079315831b44f53,SMAC1,1282,solved_1_10s,86fe84248cc1d02b5d6f0d9720af6d3b09f11bd05888546a2ccc988e22650403,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_17_1_0_0_0_commander.cnf,3199480,UNSAT,1.74627,1.74627,2.3516499996185303,TRUE,2.3516499996185303,0.6053799996185303,0.12926129225167698
e99c1cdc55e733ce56b3,SMAC6,9112,solved_1_10s,21922d88b1cfe85af01b1f4ae11f584be5833be02676b7672d7e879838d66ee1,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_23_0_1_0_0_commander.cnf,6912585,UNSAT,8.17593,8.17593,11.25870132446289,TRUE,11.25870132446289,3.0827713244628914,0.13895113363987754
69016667e7f1c8074b71,ROAR3,4485,solved_1_10s,d18343fbe9e61a62a40f7ed38e5080256f836a270bc1bb0cef98829e3ae40345,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_17_1_1_0_0_nested.cnf,11927171,UNSAT,1.6438,1.6438,2.0662600994110107,TRUE,2.0662600994110107,0.4224600994110108,0.09933601320622418
80d30ec2657a21c953f9,ParamILS4,953,solved_1_10s,feb208a7284f29f3f2580a7725543011cc2937ce7aad00d2414af80ec44b745f,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_13_0_0_0_1_bimander.cnf,1824019482,UNSAT,1.85483,1.85483,1.6469500064849854,TRUE,1.6469500064849854,0.20787999351501463,0.051623695285554105
3187387b81312bb03e5c,SMAC8,5266,solved_1_10s,99fb0d15235c422e5077a043f0cf75441f89fe09ccb8e458a729d16573f781e5,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_13_1_0_0_1_pairwise.cnf,16237947,UNSAT,4.95543,4.95543,4.955430030822754,TRUE,4.955430030822754,3.0822754126802465e-08,2.7013098424788495e-09
197ba9dc5685b855433d,SMAC4,2756,solved_1_10s,b39b831bd99010f23cfe502b5a7d7ae2756dea27973f786b92181cb5d7c875d4,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_22_0_1_0_0_commander.cnf,11923254,UNSAT,4.29886,4.29886,6.6284499168396,TRUE,6.6284499168396,2.3295899168395993,0.1880586774161883
3bb1ec1a7369d95d4e45,SMAC10,4698,solved_10_100s,b944a2048a0ce1d881369a1ab148e4d58d8678b76a016076a347d62a9fcb8de1,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_29_1_0_0_0_pairwise.cnf,14619390,UNSAT,48.6275,48.6275,34.55839538574219,TRUE,34.55839538574219,14.06910461425781,0.1483283733967682
d297a685331e616d21e1,SMAC4,6104,solved_10_100s,2467b31c26066e8349db15edce7238dbe537a52d1f270c5e712aae2231be608b,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_25_0_0_0_1_bimander.cnf,16080496,UNSAT,31.4478,31.4478,28.35230255126953,TRUE,28.35230255126953,3.0954974487304696,0.04500193417144249
c94575121a540a0da012,SMAC3,6305,solved_10_100s,4b0d34ef2241ffb3d7732033e7e606b962a58fc8bc0ad7ca9ad662c3b868e915,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_31_0_0_0_1_pairwise.cnf,720262,UNSAT,22.7745,22.7745,27.19480323791504,TRUE,27.19480323791504,4.420303237915039,0.07703706983514524
50e8f5488309bbe9b7fe,SMAC3,583,solved_10_100s,616a3c88e0db14c932d7f355d689b6d73c4aeac362470b7a58280ee09e11a719,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_30_1_1_0_0_nested.cnf,16161854,UNSAT,53.2587,53.2587,41.775108337402344,TRUE,41.775108337402344,11.483591662597654,0.10547297662615396
6c5c94a7471f521ac8fb,ROAR9,3228,solved_10_100s,3926d5a751e5a8005a3f0a90a049aad494df5087b2aacfa769e64eb3bbf7abef,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_28_0_1_0_0_nested.cnf,4553786,UNSAT,36.524,36.524,48.628204345703125,TRUE,48.628204345703125,12.104204345703124,0.12430989891517896
64617c151bf130e1bd4b,ParamILS3,363,solved_10_100s,d537f9226319efb46e2151acd8ea21a77ca591b7c2ae0598bcbe7b4c36140b8c,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_26_1_1_0_0_bimander.cnf,400914435,UNSAT,31.7386,31.7386,54.9574089050293,TRUE,54.9574089050293,23.218808905029295,0.23843848273983537
dcc690c68c269fd6d6a0,ParamILS10,546,solved_10_100s,17d2aa0ed4a5d70ab6ec4ed036c51a9bc1682d99115bba9b2efd91c4165db48b,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_25_0_1_0_0_bimander.cnf,1164391031,UNSAT,20.2647,20.2647,26.559701919555664,TRUE,26.559701919555664,6.295001919555663,0.11748301782129467
4a12b34739e68de82c1c,SMAC6,9995,solved_10_100s,33ee6630fa186ccfcc876958cfb3bdcae8fcd8b3ac2a263a2164b8ccb0ed3a8d,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_13_1_1_0_1_pairwise.cnf,9876568,UNSAT,12.8145,12.8145,12.29059886932373,TRUE,12.29059886932373,0.5239011306762702,0.01812862066838683
9351236e01193f2f41b4,ParamILS3,2525,solved_10_100s,b957e5e391f49ea126a09ba7de379cf2d0ee8d0e1b4d09d1132ff6e020721d86,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_25_1_1_0_0_bimander.cnf,517529111,UNSAT,55.2539,55.2539,76.82890319824219,TRUE,76.82890319824219,21.575003198242186,0.14316169593135153
37b526bb7c9ce2b97030,ROAR8,2371,solved_10_100s,00d29df9b961a87b3a0040065a244509b2a7c84ea524327ae39dbeee534201ab,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_27_0_0_0_0_2product.cnf,12456165,UNSAT,37.8403,37.8403,34.52799606323242,TRUE,34.52799606323242,3.3123039367675773,0.03978319736817326
30f180bbc13b2ddd41d5,ParamILS6,4645,solved_10_100s,ca3c66f07fd2f844c554cf294937724b70a6c657f1793bc6aa2d71438478c7bf,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_17_1_0_0_0_2product.cnf,137411545,UNSAT,16.3572,16.3572,8.060280799865723,TRUE,8.060280799865723,8.296919200134276,0.3073587920512908
55902ad68526ad9a1013,SMAC4,8105,solved_10_100s,02e3c1b5c242fd23a6d6497f7707aee3e72f55d78baff63d5f1387de0cd2342f,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_12_1_1_0_1_commander.cnf,15481655,UNSAT,29.119,29.119,14.480499267578125,TRUE,14.480499267578125,14.638500732421875,0.30339292043398225
450aaa6c734d0ec65e1f,SMAC3,1343,solved_10_100s,60b9613a75cb297bce8c7e223171042ab80d9c6a79c9fbe18d56f3e72ee629ee,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_25_0_0_0_0_2product.cnf,5618698,UNSAT,42.6989,42.6989,32.45570373535156,TRUE,32.45570373535156,10.24319626464844,0.11912565661275454
bcb7bea9849f5fd27978,SMAC7,2408,solved_10_100s,66e9e949b01ff82d32d4995aae2a13ffc2cf96c0f3d829054ab575a3ee06ef84,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_27_1_1_0_0_2product.cnf,8837420,UNSAT,30.5263,30.5263,25.995698928833008,TRUE,25.995698928833008,4.530601071166991,0.06977266946543148
9714eb55fd2432b01180,SMAC2,6320,solved_10_100s,cf667cf1fb31c584f8949ca10f994d7bd9851e3a6fdc10c09ebf70c1695e5f5b,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_25_0_1_0_0_pairwise.cnf,7915274,UNSAT,63.1,63.1,39.400901794433594,TRUE,39.400901794433594,23.699098205566408,0.20452319732047952
309a124c93babc3bec59,SMAC6,2493,solved_10_100s,95bb102a32086364b89cdd678b5c9e3ce2d433f59a5b4f632c7ec0c0d1dd3fc4,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_30_1_0_0_0_nested.cnf,6758725,UNSAT,70.2525,70.2525,43.60400390625,TRUE,43.60400390625,26.648496093749998,0.20713541374416966
807fb25a01f13ec6ee8c,SMAC6,199,solved_10_100s,8035d28a1528accc510bda05dc870c3ff96fc65f6333bd6b390de7aa905897db,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_32_1_1_0_0_bdd.cnf,6812288,UNSAT,12.4964,12.4964,16.224197387695312,TRUE,16.224197387695312,3.727797387695313,0.11337830323931697
eae90873084ae099659f,SMAC3,3989,solved_10_100s,0664dd04303e92bb4a21b4a296a5f924bd9daf742bf1e8a9c452036307d6792e,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_32_0_1_0_0_pairwise.cnf,12561462,UNSAT,17.9519,17.9519,18.81079864501953,TRUE,18.81079864501953,0.8588986450195328,0.02029681429483099
74bd117f35d2a03e1b19,SMAC1,1254,solved_10_100s,86fe84248cc1d02b5d6f0d9720af6d3b09f11bd05888546a2ccc988e22650403,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_26_1_0_0_0_2product.cnf,1379423,UNSAT,26.5451,26.5451,23.289302825927734,TRUE,23.289302825927734,3.255797174072267,0.05682787778296783
e7d0015e47f956407c73,SMAC2,1375,solved_10_100s,4abfc8226757fe93f63e1be021bb870b2470fe5658bb4bb6079dca9dc3242dc7,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_28_1_0_0_0_bdd.cnf,7518659,UNSAT,35.6632,35.6632,25.956098556518555,TRUE,25.956098556518555,9.707101443481449,0.13798089458760998
1fedf45f0058ffde98a8,SMAC7,1353,solved_100_300s,e658e350bfe0404e73de1ee09a1c197a2ca08a111e97bd8c926e8dfe32ce689a,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_34_1_1_0_0_commander.cnf,2513551,UNSAT,140.528,140.528,156.20101928710938,TRUE,156.20101928710938,15.673019287109383,0.045920998123770485
248da8dead6fdb81ff97,ParamILS3,1375,solved_100_300s,03e68d991cfd995fc287f0412d43612de5a2ed9cc0e7be3ba2e2dcd575f842c6,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_23_0_0_0_0_commander.cnf,1360827955,UNSAT,243.343,243.343,242.86798095703125,TRUE,242.86798095703125,0.4750190429687393,0.0008485954570209842
ecb82f11433af0b574d6,ROAR3,5446,solved_100_300s,d18343fbe9e61a62a40f7ed38e5080256f836a270bc1bb0cef98829e3ae40345,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_32_0_1_0_0_nested.cnf,452980,UNSAT,184.403,184.403,135.0399932861328,TRUE,135.0399932861328,49.36300671386718,0.13530557449909209
ac557bb63f422d4877f6,SMAC7,4632,solved_100_300s,c7d581e5244729e3c10172fc8b6d84a6764effbd4efcc0c38fc8c17f919749cc,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_40_1_0_0_0_bdd.cnf,10100231,UNSAT,131.972,131.972,160.85902404785156,TRUE,160.85902404785156,28.887024047851554,0.08596363109276384
d8df8c8f9b937e079c3b,SMAC10,2379,solved_100_300s,e088cd5783b77e389f15599155fa18c3153627a28dd3d6909556276f5fbe3c8b,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_40_1_0_0_0_bimander.cnf,14290649,UNSAT,207.165,207.165,207.1649932861328,TRUE,207.1649932861328,6.713867179541921e-06,1.4074749810077947e-08
12cae0256785c0611fa0,SMAC3,1377,solved_100_300s,60b9613a75cb297bce8c7e223171042ab80d9c6a79c9fbe18d56f3e72ee629ee,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_36_1_1_0_0_pairwise.cnf,16465330,UNSAT,287.778,287.778,365.0306091308594,CUTOFF,3000.0,2712.2219999999998,1.018063664715331
aea2dddb09eb98f25d2e,SMAC5,1055,solved_100_300s,26a7a6105e812af5b7bb2ee5db3b406e904bd0497138c6d7a97626f7cf4769a7,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_34_1_1_0_0_commander.cnf,12532833,UNSAT,178.556,178.556,178.55604553222656,TRUE,178.55604553222656,4.553222655090394e-05,1.1074616512729563e-07
aec83b0a574f4785b951,ParamILS7,925,solved_100_300s,5226d712f1ff4a59d92d392ab4649303b191d21483093a50af8702bf91a90df3,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_22_0_0_0_0_bdd.cnf,170489539,UNSAT,115.695,115.695,115.69502258300781,TRUE,115.69502258300781,2.258300781932121e-05,8.477181134836087e-08
ad11549076eaeaedf7a4,ROAR9,5713,solved_100_300s,6713a9b07537f4ce8f12bd06b78a5635ae918f1e8cd2140cf7a6cf8464f643bb,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_34_1_1_0_0_commander.cnf,11334119,UNSAT,200.614,200.614,209.3915252685547,TRUE,209.3915252685547,8.777525268554683,0.018597863127910674
9b22177667046f52efa5,SMAC1,2229,solved_100_300s,46b641a0de9fbb056f772e84bfbad975ee6e091957aaeb5b110aee431141fe89,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_36_1_0_0_0_pairwise.cnf,15395677,UNSAT,231.454,231.454,239.2649383544922,TRUE,239.2649383544922,7.81093835449218,0.014414371512180502
d843b91afa133e1263d2,SMAC4,1162,solved_100_300s,4853214cb5519b4b3745cad146ce7a36947101029e63779fd9393514f031d334,instances/sat/data/QUEENS-CSSC14/instances/Sat_Data/nqueen/nqueen_25_0_1_0_0_bimander.cnf,15116163,UNSAT,242.74,242.74,79.22471618652344,TRUE,79.22471618652344,163.51528381347657,0.4862806555497994
